,AGE,SEX,CLASS,INCTOT
84832,34,M,um,42077
121910,34,M,lm,33500
84653,36,F,um,40406
132609,80,M,lm,30144
12688,57,F,um,50295
22794,61,F,um,85222
101002,59,F,lm,62000
1262,31,F,u,10000
116287,57,F,lm,0
8948,65,F,um,22875
173018,32,F,l,12960
130517,61,M,lm,18000
44748,56,M,lm,19200
108703,40,M,lm,10933
126991,65,F,lm,43127
119215,60,F,lm,9036
1585,19,F,u,30000
156526,26,F,w,3700
173093,80,M,l,12828
109366,16,F,l,900
96109,20,M,lm,0
120002,72,M,lm,15210
155714,22,M,w,0
98394,54,F,l,905
55691,26,M,lm,40006
131561,38,M,lm,40003
111971,85,M,lm,53952
136344,39,F,lm,30003
58230,59,M,um,101601
28862,31,F,um,50002
154592,68,F,w,25397
180451,85,F,l,5459
44644,32,M,um,8796
74456,18,F,um,9659
117244,52,F,lm,50005
6151,60,M,um,151519
111254,57,F,lm,40000
101794,57,F,lm,0
81733,29,F,um,37025
69229,23,M,um,25000
108316,19,M,lm,4000
66924,15,F,um,2497
30186,53,M,um,85602
139952,36,F,lm,35000
182911,16,M,l,400
23253,21,F,um,1600
171012,85,M,l,14520
104552,18,F,lm,5550
58498,37,F,um,8440
33282,18,M,um,10000
88809,40,F,lm,0
64611,22,M,um,20000
135725,75,F,lm,8064
146848,60,F,lm,13205
107134,63,M,lm,25521
84668,64,M,um,9359
141638,18,F,lm,3600
94026,17,M,lm,1280
40828,48,F,um,50003
37342,45,M,um,105050
24844,25,F,lm,57600
182988,16,F,l,0
140282,35,M,lm,35000
74760,77,M,um,19200
84962,76,M,um,75131
72550,40,F,um,20081
47568,17,F,um,0
96648,37,F,lm,20473
97918,25,F,lm,4823
31050,43,M,um,72001
125117,66,M,lm,35104
39443,47,F,um,60303
119761,67,F,lm,11376
35839,85,M,um,83000
47699,20,F,um,18800
90663,45,M,lm,36000
12654,22,F,um,28001
119028,34,F,lm,49000
122498,59,F,lm,16000
185326,32,M,l,0
86083,36,M,lm,74577
68668,48,F,w,23010
39700,45,F,um,45242
40757,30,F,um,75012
16743,15,F,um,0
85751,25,M,w,18000
122204,42,F,lm,41685
131345,16,M,lm,3605
37157,35,F,um,131249
67076,26,F,lm,40000
18280,64,F,l,0
115499,62,F,lm,9972
14144,33,M,um,49431
120391,50,F,lm,0
140871,16,F,lm,0
180387,42,F,l,5520
122093,68,M,lm,36198
111184,48,F,lm,425
97489,35,M,lm,60000
162953,41,F,w,0
83063,46,M,lm,35000
103672,66,F,lm,60010
68358,65,M,um,50000
73108,16,M,um,0
63468,26,F,l,15000
180298,60,F,l,0
102999,75,M,lm,33999
96350,64,F,lm,13750
95155,54,M,lm,49801
34866,41,M,um,65255
180636,58,M,l,5040
27624,16,M,um,0
165057,64,F,w,18828
174952,62,F,l,11223
156279,34,M,w,3415
62896,26,F,lm,35000
40168,17,F,um,2651
81766,69,M,um,60005
4043,42,F,um,200485
82996,33,F,um,77000
21544,45,F,um,29000
138585,24,M,lm,10000
138538,54,F,lm,5520
20953,23,M,um,58020
96588,51,F,lm,65395
17544,53,M,um,182045
153022,38,F,w,1500
155491,36,F,w,5000
68438,32,F,um,40010
92816,46,M,lm,40029
12690,31,M,um,136125
80888,28,F,l,0
121938,15,F,lm,0
48141,15,F,um,6000
18614,80,M,um,170199
138855,72,F,lm,35343
170725,80,F,l,14924
11550,39,M,um,200162
154613,19,M,w,3200
124485,46,F,lm,45005
98590,51,F,l,14019
21734,57,M,um,129089
45647,41,M,um,80000
137008,49,M,lm,36400
36757,74,M,um,66625
101771,67,F,lm,13000
41381,20,F,um,9000
178649,21,F,l,8300
97278,17,F,lm,9
143549,51,F,lm,30000
49339,61,M,um,51050
119876,66,F,lm,7932
183515,27,M,l,0
147562,36,F,l,0
8193,22,F,um,12480
21676,73,M,um,143053
164065,69,F,w,8796
180606,20,F,l,300
171527,19,M,l,550
94163,48,F,lm,36052
2681,50,F,u,72197
174693,64,M,l,0
166534,40,M,w,17925
103747,35,F,lm,30003
67443,63,M,um,91602
109160,36,F,lm,29352
91277,29,F,lm,30010
70055,38,F,um,56230
48602,51,F,lm,57500
19947,57,F,um,50002
43031,53,F,um,40002
95371,20,M,lm,9544
36563,66,M,um,133000
177541,56,F,l,9058
162656,61,M,w,11654
105225,34,M,lm,44152
108359,70,M,lm,21464
53805,20,F,um,3421
16531,34,M,um,177100
70683,44,F,um,16000
8130,26,M,um,17010
148566,42,F,w,11400
64197,54,F,lm,41110
659,22,F,u,1081
102310,36,F,lm,21000
83130,36,F,um,46910
102646,36,F,l,12600
170947,85,F,l,14600
23060,22,F,um,1200
47880,79,M,um,97616
63885,69,F,um,63106
123347,65,F,lm,10821
38553,19,M,um,60003
165336,71,F,w,18552
60518,30,M,um,56382
72332,77,F,um,37711
12065,48,F,um,830
146775,64,F,lm,7138
45899,51,M,um,100029
39794,45,M,um,2
127557,34,M,w,22956
5278,21,F,um,26000
179452,45,M,l,7007
81748,15,M,um,0
101658,15,F,lm,0
157529,29,F,w,24000
31480,60,M,um,61301
51164,47,M,um,60027
8787,61,F,l,1346
117038,55,F,lm,20010
178930,32,F,l,8000
75808,53,M,um,43680
31186,26,F,lm,66515
174501,44,F,l,0
145124,17,F,w,0
19680,52,F,um,122005
16858,19,M,um,35000
120895,32,F,lm,47909
35939,32,F,um,0
71866,35,F,um,26000
155316,34,F,w,35000
151515,71,M,w,27600
10078,22,M,lm,44000
103586,49,F,lm,6
109942,26,M,lm,55120
133537,40,M,w,19000
122337,27,F,lm,0
90576,52,M,lm,47512
133019,39,F,lm,11425
110819,40,F,lm,30000
84112,66,M,um,10240
93828,27,F,lm,13204
89238,75,M,lm,71723
37249,32,F,um,6001
127175,46,M,lm,43014
28971,61,M,um,65084
148285,29,M,w,30000
84007,29,M,um,53000
114580,33,F,lm,18720
14859,60,F,um,105255
76746,21,M,um,32000
18398,56,F,um,89499
46223,38,F,um,59702
81456,47,M,um,28162
114917,60,M,w,18000
42639,38,M,um,122003
83624,37,M,um,44050
13388,46,F,um,124038
148780,68,M,l,0
56353,22,M,um,41569
57597,59,F,um,5000
105752,57,F,lm,43802
153038,37,F,w,25000
26088,35,M,um,75000
54586,21,F,um,12000
53576,27,M,lm,67002
92350,55,M,lm,48245
55213,42,M,um,50005
51592,26,F,um,31200
9757,65,M,um,162950
55119,34,M,um,105000
83562,42,F,um,1335
168249,79,F,w,16379
65675,74,F,um,35000
11484,56,F,um,140130
69738,80,M,um,15342
22577,35,F,um,26323
10532,70,M,um,153510
96355,43,M,lm,27616
40522,48,F,um,60194
66625,18,M,um,6000
92362,71,M,lm,11109
74905,22,F,um,1600
33688,56,M,um,38177
2167,80,F,u,384842
9067,85,M,um,152913
78761,79,M,um,13476
50689,62,F,um,70651
113375,15,F,lm,0
106830,56,M,lm,7960
160664,66,F,w,21648
21954,57,F,um,13000
22766,35,F,um,55002
71389,46,M,um,40000
39097,58,M,um,80000
63690,22,M,um,35500
19039,48,F,um,80743
142049,72,F,lm,17264
25081,24,M,lm,52003
133438,23,F,lm,17010
9048,60,F,um,132238
173268,43,F,l,310
18311,33,M,um,17002
124679,41,M,lm,35000
16441,40,M,um,115030
165530,35,F,l,11400
55260,50,F,um,70010
31645,25,M,um,12000
17648,60,M,um,100000
58710,32,F,um,30000
140365,75,F,lm,21659
63419,45,F,lm,38000
72775,70,M,um,46656
61812,47,F,um,2
25175,30,M,um,70000
69022,20,F,um,0
103841,30,M,lm,35002
176806,38,F,l,9837
154683,70,F,w,8459
90358,21,F,w,19502
122786,36,F,lm,11520
133323,69,F,lm,7593
67412,16,F,um,9
51144,30,M,um,60020
122036,54,F,lm,10032
151583,33,M,w,7440
180794,42,M,l,5000
80427,60,F,um,39002
157217,32,M,l,12000
95999,26,M,lm,39000
70336,22,M,um,15000
85703,40,F,lm,25000
66630,71,F,um,29299
93415,32,F,lm,14270
2367,35,F,u,8
138667,15,M,lm,0
173763,85,F,l,12081
2983,68,F,u,357676
10775,38,F,um,30039
9324,20,M,um,0
65693,62,F,um,78034
89555,26,F,lm,0
181199,22,F,l,0
52404,62,F,um,99104
31192,16,M,um,2702
125844,15,M,lm,2
118809,69,M,lm,4710
82233,31,M,um,55200
9929,19,F,um,9615
6324,42,F,um,0
157666,85,M,w,23855
17640,27,F,lm,36000
93708,51,F,lm,53003
104361,31,F,lm,60000
52500,32,M,um,73500
183860,41,M,l,0
45325,42,M,um,70200
131882,35,F,lm,40000
180591,19,F,l,140
144948,75,M,lm,17232
80677,80,M,um,67673
156398,20,M,w,4002
40585,47,M,um,16000
175095,80,F,l,11024
71079,61,F,um,40001
157363,23,F,w,0
2587,35,M,l,16000
80278,39,M,um,41600
56526,56,M,um,71945
179968,56,F,l,2100
92621,31,F,lm,34005
44219,37,M,um,55001
69899,49,M,um,87370
89552,51,M,lm,70007
76747,74,F,um,0
30873,57,M,um,127211
46659,62,F,um,66024
175017,64,F,l,11136
19257,18,M,um,0
96238,71,M,lm,29353
20928,35,M,um,125000
175561,65,F,l,10691
137129,72,M,lm,25636
68089,70,F,um,9312
79391,54,F,um,35015
16523,36,M,um,87702
146245,38,F,lm,30736
409,36,F,u,63081
87276,43,M,lm,50328
90445,60,F,lm,70677
181188,46,F,l,4020
21552,55,F,um,104019
61327,16,F,um,64
95505,56,F,lm,17531
67886,47,F,um,18459
42159,15,F,um,2
91219,43,F,lm,20032
92155,25,F,lm,36435
172184,67,M,l,13548
118401,67,F,lm,13632
8575,15,F,um,0
38073,56,M,um,120000
176533,33,F,l,10000
107492,26,M,lm,57153
58290,34,M,um,75506
123026,47,M,lm,46000
33167,50,M,um,82846
182710,77,F,l,900
45273,17,M,um,9
77683,19,M,um,4500
51191,38,F,um,42069
25800,71,M,um,113182
5064,33,F,um,160721
85075,42,F,um,50066
44839,26,M,um,14500
175010,29,M,l,1500
148527,63,F,w,20000
155393,22,M,w,25000
151409,60,M,w,13259
26844,59,M,um,65169
95803,29,M,lm,30010
16290,38,M,um,85008
62746,29,M,w,20800
19875,38,F,um,88171
64671,58,M,um,30000
183550,15,F,l,0
130968,70,M,lm,32904
122973,50,M,lm,46009
156145,18,F,l,6600
126572,23,F,lm,4400
85551,41,M,lm,75000
184002,47,M,l,0
91763,50,F,lm,70000
38249,68,M,um,123463
12535,47,M,um,92200
26817,61,M,um,152578
22499,41,F,um,131001
41821,52,F,um,36687
9732,60,M,um,100345
92537,32,F,l,7200
100559,65,M,lm,40000
146333,21,M,lm,30165
107197,68,M,lm,13000
59751,46,M,um,100000
133292,53,F,lm,39155
99194,25,M,w,25000
71236,45,M,um,0
81614,55,F,lm,8000
178436,80,F,l,8460
82043,47,F,um,7848
122413,17,F,lm,10037
9460,16,M,um,0
10480,53,M,um,60843
168151,15,F,w,0
900,40,M,u,522100
166353,19,M,w,0
77122,31,F,um,82006
79957,22,F,um,10000
67856,36,M,um,89113
64485,36,F,um,35001
103297,41,F,lm,60100
75106,42,F,um,42001
62723,36,M,um,43000
10922,16,F,lm,0
37421,33,F,um,75001
29885,57,F,um,15756
182903,66,M,l,202
108171,71,F,lm,25061
160545,72,F,w,21749
99692,41,M,lm,63029
166698,24,F,l,5500
17802,26,F,um,64000
78437,32,F,um,0
146671,62,F,lm,10458
72166,36,F,um,32000
47683,53,M,um,80000
21109,46,M,um,85000
124668,36,F,l,0
140841,19,F,lm,16410
171362,66,M,l,8495
80322,39,F,um,79530
24178,18,F,um,0
116807,60,M,lm,50086
119160,17,F,lm,0
97951,20,F,lm,0
65859,52,M,um,76745
166834,56,M,w,0
55066,52,F,um,66269
137324,26,M,lm,20800
135858,41,F,lm,36400
63840,54,M,um,34600
142948,80,F,lm,0
143445,33,F,l,7500
116356,72,F,lm,50400
21135,36,F,um,18200
92909,49,M,lm,21031
75215,29,F,um,0
113474,51,M,lm,52620
108035,85,F,lm,13847
96576,63,F,lm,65403
149395,23,F,w,29030
169214,63,F,l,15659
137182,49,F,l,0
8791,21,M,um,30010
45592,48,M,um,18013
166674,80,F,w,17749
52023,18,F,um,3000
51193,40,M,um,55019
45822,30,M,um,117502
146374,79,M,lm,30621
91484,47,M,lm,40000
151865,80,F,w,27268
88999,28,F,lm,28000
87081,44,M,lm,37202
40688,50,F,um,75019
129225,70,F,lm,41646
59314,30,M,um,100116
139573,29,M,lm,35001
175159,26,F,l,11000
182956,24,M,l,330
151134,64,M,w,17000
50254,51,F,um,86160
168753,42,M,l,16000
130578,25,F,lm,9001
75247,34,F,um,8255
23752,46,F,um,40588
153130,24,M,w,8400
53744,33,F,lm,58000
66401,67,F,um,92900
140616,50,M,lm,20000
73309,33,F,w,24502
99819,36,M,lm,53001
158667,46,F,w,23000
41478,32,F,um,124006
106349,35,M,lm,50000
169555,16,F,l,400
93633,78,M,lm,12024
149825,66,F,w,12604
135557,26,M,lm,25010
60722,18,M,um,4000
146867,25,F,lm,0
78075,69,M,um,28002
159143,72,F,w,7000
70823,52,F,um,35242
5144,43,M,um,180323
49395,55,M,um,100463
64834,30,F,w,2
90447,74,F,lm,25497
97507,31,F,lm,20000
172163,77,M,l,3600
135043,61,M,lm,29000
149954,63,M,w,14400
137477,66,F,lm,21696
136213,25,M,lm,37075
40409,71,F,um,24584
175376,20,F,l,5856
39594,58,F,um,16940
157252,28,F,w,0
163389,35,M,w,20000
40443,42,F,um,55200
92272,22,M,lm,9360
61056,71,F,um,64127
48803,46,F,um,61070
146741,44,F,lm,16800
117297,29,M,lm,50003
157212,23,M,w,24000
75976,29,M,um,33015
77397,41,M,um,29000
150370,38,F,l,0
74190,53,M,um,40000
1120,40,F,u,47354
144749,40,F,lm,8796
126041,35,M,lm,20000
142778,25,F,lm,3
52789,76,F,um,20170
21859,55,F,um,1685
127910,40,M,lm,27500
172976,20,M,l,13000
118214,47,F,lm,0
145234,38,M,lm,30000
27090,38,F,um,62010
2395,59,M,u,400000
50562,18,F,um,0
127528,52,F,lm,40000
52730,17,F,um,2
111268,38,F,lm,18202
161734,60,F,w,2188
71511,54,F,um,45000
150359,34,F,l,8400
184829,56,M,l,0
73676,22,M,lm,42500
100779,37,M,lm,42040
125702,34,F,lm,0
65552,62,M,um,52000
94055,25,F,l,700
99168,29,F,lm,15600
58074,62,F,um,66700
149919,52,M,w,28800
170185,35,M,l,0
152538,32,F,w,3000
461,17,M,u,0
22146,17,M,um,696
113210,27,F,l,0
133373,80,M,lm,26422
112325,23,M,lm,15001
60919,24,M,um,50058
156240,35,F,w,24800
21445,62,M,um,120279
138449,37,M,lm,8760
185345,53,M,l,0
73695,25,M,lm,42880
23506,31,M,um,86000
125836,85,M,lm,44127
72882,26,F,um,37212
97181,28,M,lm,37010
60744,62,M,um,67748
162397,62,M,w,13575
114508,29,F,lm,52000
103113,32,F,l,2
40211,61,F,um,125842
111466,15,M,lm,0
122861,67,M,lm,300
107860,85,F,lm,57000
185016,78,F,l,0
115995,43,M,lm,50162
127097,35,M,lm,22825
92678,20,M,lm,0
3764,59,M,um,228017
117973,48,M,lm,25000
88214,58,M,lm,57374
25639,20,M,um,20000
175152,19,F,l,11000
184115,68,M,l,0
172766,49,F,l,13082
110900,65,F,lm,44000
126586,79,M,lm,31348
39544,24,F,lm,65001
106290,49,F,lm,58150
149839,33,M,w,10000
40287,41,M,um,55013
34052,17,M,um,0
142910,41,M,lm,28000
171548,62,M,l,2030
42725,36,M,um,78000
37591,17,M,um,6280
55999,28,F,lm,24624
66876,16,M,um,46100
49100,85,F,um,0
8740,42,F,um,0
99239,70,M,lm,27532
55009,60,M,um,70000
146486,65,F,lm,30509
30856,43,F,um,40695
98424,33,F,l,5500
139471,37,M,lm,35001
11221,55,F,um,76204
92392,53,M,lm,69205
74597,39,M,um,71600
2532,75,M,u,38259
56582,45,M,um,70065
7453,39,F,um,141800
53912,21,F,lm,20402
75889,16,M,w,0
110442,27,M,lm,35000
28056,52,F,um,74082
28969,24,F,um,20010
112300,54,F,l,0
140949,51,F,lm,34346
173959,22,F,l,0
96636,48,M,lm,26000
55239,17,M,lm,0
36435,63,F,um,27939
113609,54,M,lm,52013
118699,85,F,lm,49259
16509,42,M,um,186800
144622,75,M,lm,31962
90872,50,M,lm,66641
108324,26,F,lm,31500
82032,17,M,um,0
38069,57,M,um,55000
151680,23,F,w,27500
55389,36,F,um,40010
55703,17,F,um,1
79985,48,F,um,40000
30442,30,F,um,29800
29171,45,F,um,40055
106576,17,F,lm,0
21505,49,M,um,165830
110897,69,M,lm,44699
148453,40,F,w,30000
2750,16,F,u,502
60098,48,M,lm,40000
28047,42,F,um,47584
162133,46,F,w,17000
100654,35,F,lm,54014
70533,18,F,um,8813
49970,48,F,um,50018
66847,30,M,lm,52277
64727,65,M,um,65829
114447,59,M,lm,30000
116787,32,M,lm,50100
165398,41,F,w,17000
132563,41,F,lm,0
148361,28,M,w,30000
68489,15,F,um,0
160997,23,F,w,15000
125881,85,M,lm,21215
57919,39,F,um,50002
120851,45,F,l,0
134232,51,F,lm,0
10319,18,M,um,5083
20636,41,M,um,85423
127492,58,F,lm,43000
152688,74,M,w,13225
121233,64,M,lm,36608
78766,35,M,l,50
167881,20,M,w,16800
137770,21,F,w,18004
52677,16,F,um,920
113205,45,M,w,6500
69826,39,M,um,88000
102817,62,F,lm,3696
102279,43,M,lm,6000
91304,50,M,lm,45003
107127,66,M,lm,46990
155854,33,M,w,25000
96320,19,F,lm,1500
133725,33,F,lm,15000
216,48,F,u,23925
133587,34,M,lm,19000
168221,85,F,w,16410
115934,53,M,lm,43900
103160,48,F,lm,42514
94277,17,M,lm,4000
27939,53,M,um,150318
47713,17,M,um,0
11143,53,F,um,42004
92755,23,M,l,9000
171585,15,F,l,14025
1245,69,M,u,513499
63308,44,F,um,45016
153978,23,M,w,7700
53777,30,F,um,65000
86725,22,F,lm,0
44408,53,F,um,50000
138535,79,M,lm,32802
145411,16,F,lm,0
111175,19,F,l,11302
112338,37,F,lm,9780
155889,56,M,w,25000
22367,56,M,um,120008
33294,47,F,um,3
95297,57,F,lm,66631
42341,66,M,um,67100
157618,74,M,w,23903
64591,37,M,um,95000
140905,56,M,lm,18500
170988,57,M,l,4440
12236,17,M,um,0
16326,74,M,um,155847
172199,50,F,l,13525
14644,54,M,um,164000
12282,51,F,um,85059
44160,35,F,um,45016
162546,36,F,w,200
47506,19,M,um,21
75477,37,F,um,28581
62136,25,M,lm,38500
110209,61,F,lm,55010
143871,43,M,lm,32090
182671,17,M,l,0
27114,31,M,um,76002
29805,67,M,um,102095
142634,35,F,lm,1
184282,85,F,l,0
51466,61,M,um,55000
108538,45,F,l,13800
141095,17,F,lm,10000
77947,52,F,um,81203
54380,66,M,um,28988
36081,43,M,um,61000
35923,19,M,um,0
26622,20,M,um,18000
5560,49,M,um,281501
78991,85,F,um,13176
44208,38,F,um,6
79786,38,M,um,40000
80944,48,M,um,20000
163225,43,M,w,20000
184933,65,F,l,0
88858,55,M,lm,72000
102126,26,F,lm,25000
61535,31,M,um,98300
90827,51,F,lm,35000
106039,33,F,lm,39410
184689,36,M,l,0
132434,16,M,lm,0
47060,18,F,um,500
174109,18,F,l,0
173109,79,F,l,12817
9582,30,F,lm,450
125414,15,M,lm,0
169739,63,M,l,451
73135,49,M,um,60000
41418,52,M,um,90017
118831,35,M,lm,40000
131957,26,F,lm,0
70423,26,F,w,28000
104339,39,F,lm,0
152021,72,F,w,9960
58847,47,M,um,60001
36219,30,F,w,19020
61640,32,F,um,30004
154746,69,M,w,25259
83614,41,M,um,30002
26805,29,F,lm,42576
158713,40,M,w,0
58968,43,F,um,89800
17932,39,F,um,40541
144815,41,F,lm,0
103877,45,M,lm,60002
86760,51,M,lm,17000
136372,20,M,lm,4000
65681,47,M,um,45060
13792,15,M,um,0
85422,28,M,um,75002
143818,39,F,lm,15000
54100,53,F,um,91810
94785,18,F,lm,0
96119,35,F,lm,0
107261,61,F,lm,17403
23180,50,F,um,600
80848,15,F,um,0
41212,38,F,um,74335
144048,21,F,l,12001
138348,68,M,lm,9094
16834,27,F,um,91200
83310,53,M,um,907
109725,74,M,lm,43302
82960,43,M,um,27000
173504,54,M,l,12420
74202,45,M,lm,64000
58380,18,M,um,4001
28301,41,F,um,2
23002,28,M,um,19523
57585,42,F,um,102275
65245,40,F,um,150
85612,17,M,lm,0
141255,74,M,lm,34040
21698,28,F,um,10000
137684,75,F,l,0
169002,23,F,l,0
24558,46,M,um,100200
126292,64,F,lm,43942
44688,35,M,um,108301
15707,39,M,lm,49200
17785,46,F,um,109204
113110,48,M,lm,53000
184800,28,M,l,0
185033,58,F,l,0
83629,32,F,um,31000
146816,42,F,l,0
179419,41,F,l,3133
51953,71,M,um,74280
152071,58,M,w,1
107917,31,F,w,22000
38529,51,M,lm,50000
131489,52,M,lm,20003
103887,39,F,lm,0
5145,38,F,um,110065
169804,36,M,l,15200
31267,35,F,um,15002
93979,45,F,lm,28001
79566,32,F,um,35001
64517,42,M,um,95001
137055,61,F,lm,4549
136490,16,M,lm,4000
161167,80,M,w,21180
137131,27,M,lm,28503
149606,46,F,w,29000
183311,25,F,l,21
61182,43,F,um,99000
54825,53,M,um,45506
137777,42,F,lm,36015
13575,42,M,um,70000
44534,51,M,um,50225
68762,48,M,um,30000
150710,30,F,w,0
128814,49,M,lm,12000
27062,59,M,um,108028
75155,23,M,lm,60000
116268,25,M,w,27500
169949,38,M,l,9939
130937,80,M,lm,0
123165,29,F,lm,46000
39805,30,M,um,50000
133065,29,F,lm,0
95318,80,F,lm,66610
87741,23,F,lm,37000
78000,48,F,um,56107
58455,37,F,um,50608
148154,39,M,w,30000
161437,65,M,w,21000
16093,34,M,um,128010
1530,15,F,u,0
50818,59,M,um,60053
13434,38,F,um,1000
56307,25,F,um,7000
94367,34,M,lm,36808
37123,71,M,um,48984
53120,61,F,um,107677
94922,42,M,lm,23000
171610,77,F,l,14004
104713,42,F,l,3300
27862,63,M,um,94559
179354,80,M,l,7200
35967,52,M,um,68454
172869,24,F,l,13000
48509,33,F,um,1027
178953,72,M,l,7974
164956,43,M,w,2592
89340,48,F,lm,21100
103660,45,F,lm,5
65956,18,F,um,2500
54279,38,F,um,41200
102896,47,M,lm,10379
73219,25,M,um,41635
104406,54,M,lm,30000
20359,36,F,um,86426
147256,68,F,lm,30015
95815,20,F,lm,0
28830,52,M,um,100000
58337,63,M,lm,51372
164360,33,F,w,19320
173807,72,F,l,12059
81710,41,F,um,0
32004,42,F,um,85500
37846,40,F,um,75002
24359,63,F,um,17495
20781,16,M,l,0
23011,17,F,um,2025
41608,42,F,um,11945
62677,42,M,lm,25000
58415,33,F,um,200
135698,38,F,lm,32501
11041,53,M,um,146043
35677,47,M,um,81139
110545,62,M,lm,20000
95654,27,F,lm,36201
183786,35,M,l,0
36931,57,M,um,40854
88743,46,M,lm,52006
164027,28,F,w,19613
105939,19,F,lm,800
51465,27,M,um,40000
95573,15,F,lm,0
121405,23,M,lm,28000
148633,80,M,w,19148
34663,15,M,um,1
21235,69,M,um,155270
76722,50,F,um,15724
40849,36,M,um,25001
21479,62,M,um,90000
171997,85,F,l,13759
44982,42,M,um,32010
108430,33,F,lm,36402
154762,73,F,w,25248
1021,56,M,u,550008
84798,50,M,um,75059
70645,51,F,um,88700
59526,45,F,um,44012
98036,56,M,lm,45337
96458,19,M,lm,1552
146244,25,M,l,0
177017,36,F,l,0
23068,24,F,um,8796
139542,54,M,lm,35002
75594,55,M,um,30003
128142,66,F,lm,24001
69849,40,M,um,83694
145342,48,M,lm,7000
51676,58,F,um,55000
176764,85,F,l,9899
45694,62,M,um,83688
31094,18,F,um,6
149021,54,F,w,0
62460,85,F,um,17052
72559,63,F,um,11062
97333,43,F,lm,3
38386,53,F,um,42561
5181,45,M,um,235273
182521,85,F,l,1266
175003,33,M,l,340
40650,36,F,um,75045
56227,49,F,um,40000
157867,68,M,w,8048
51774,26,F,um,6
92782,47,F,lm,57
42268,45,F,um,6500
43616,43,F,um,28000
166891,79,F,w,6059
83087,37,F,um,76982
149005,73,F,w,29472
142758,65,M,lm,31510
156018,61,M,w,25000
22898,47,M,um,85000
119922,15,M,lm,0
30982,48,F,um,13549
116058,31,F,lm,5
183247,42,M,l,50
24337,17,M,um,2
63394,46,F,um,50002
116188,61,F,lm,50591
129801,17,M,lm,96
158406,20,F,l,8000
1810,50,F,u,228949
8956,37,F,um,100034
23779,19,M,um,301
104748,28,M,lm,0
54411,39,F,um,6051
59955,58,M,um,75002
178589,30,F,l,8400
65231,30,M,um,35000
64476,44,F,um,60000
72484,58,F,um,50003
73188,26,M,um,37623
116522,25,M,lm,50270
6530,21,M,um,10000
9049,36,F,um,142717
145911,45,M,lm,31000
105356,19,M,lm,9008
109515,17,F,lm,15500
183932,45,M,l,0
51301,24,M,um,76007
35236,21,F,um,10001
78486,73,F,um,29764
23599,53,M,um,70253
54565,50,M,um,26000
32260,15,M,um,0
17575,53,F,um,110003
64290,42,M,um,35019
160874,36,M,w,0
117924,53,F,lm,50000
129124,33,M,w,25500
91330,35,F,lm,25000
18507,62,F,um,5959
132410,53,F,lm,40000
156508,19,F,w,3000
85843,80,F,lm,12171
121297,18,M,lm,0
164054,41,M,w,19600
26097,21,F,lm,36600
59670,45,M,um,100049
38937,61,F,um,105999
76514,71,F,um,23264
30740,18,F,um,0
101479,28,M,lm,55000
98892,48,M,lm,12000
7785,45,M,um,250024
22184,39,F,um,105003
56390,73,F,um,103854
175175,63,F,l,11000
33267,31,M,um,79320
46975,51,F,um,35412
96025,21,F,lm,0
116641,53,F,lm,169
65581,69,F,um,16040
71361,62,M,um,35762
145079,33,F,lm,7320
166767,22,M,l,21
165434,33,F,l,10000
24017,48,M,um,62001
110980,63,F,lm,30531
137818,39,F,lm,4
72514,53,M,lm,41290
140557,51,F,lm,29872
40904,34,M,um,80000
164736,61,F,w,19001
114862,23,M,lm,5000
160817,19,M,w,0
60729,85,M,l,14400
38970,49,M,um,78009
131877,28,F,lm,10000
182824,53,M,l,0
80918,47,M,um,28000
47412,40,M,um,95010
155220,30,M,w,25002
13931,58,F,um,84
157885,80,F,w,6682
124772,21,F,l,0
35104,30,M,um,91010
137699,79,F,lm,7869
95802,50,M,lm,66051
29762,40,F,lm,49503
182969,22,F,l,306
171077,78,F,l,14479
96107,17,F,lm,200
90632,45,M,lm,40144
170167,18,F,l,0
146610,73,M,lm,19549
142959,27,F,lm,0
140089,32,F,lm,15000
130980,69,M,lm,40206
13096,44,F,l,13082
122958,42,M,lm,46010
77319,39,M,um,31450
134955,36,F,w,23000
111594,25,M,lm,40000
13418,47,M,um,97010
107121,39,F,lm,7500
78668,20,F,um,2500
21513,72,F,um,14424
91479,45,M,lm,70003
109404,16,M,w,635
47549,39,F,um,65003
150928,16,F,w,0
67464,38,F,l,5000
99759,37,M,lm,63005
32150,23,M,um,90014
180384,61,F,l,3370
171110,70,F,l,14459
156712,28,M,l,0
23833,29,M,um,107003
177224,37,F,l,9500
116918,85,F,lm,50043
110121,29,F,lm,55029
168573,85,M,w,16104
42526,49,M,um,84767
54266,21,M,um,0
109397,41,M,lm,34038
153468,28,F,w,1
96906,42,M,lm,47000
168128,64,M,w,16502
114719,85,M,lm,51863
142255,61,M,lm,27668
13982,38,M,um,160012
173335,85,F,l,3600
111901,39,M,lm,15000
105656,59,F,lm,17002
110802,49,M,lm,20935
15808,39,M,um,118548
176361,25,M,l,10000
174546,85,F,l,11700
108411,20,F,w,3150
69055,46,F,um,25008
112982,57,M,w,25000
172990,26,M,l,13000
15179,68,M,um,99168
178570,41,F,l,8400
135000,80,F,lm,38002
6819,34,F,um,61050
34058,34,M,lm,19382
166348,21,M,w,18000
85639,47,M,lm,40000
160248,46,M,w,22000
12143,56,F,um,98000
14443,65,M,um,175461
62063,58,F,um,26446
108126,22,M,w,20760
134897,33,F,l,0
